num_cds;cds_locustag;id_type;cds_product;id_genome;genome_name;id_annotation;fragmen_start;fragment_end;num_fragment;1;9;16;2;5;17;3;8;18;4;11;13;7;12;14;6;10;15
26;O208_01358;1;Thiaminase II ;0;LLHV30-3_1_Scaffold18-Contig1;0;27303;27960;0;159.8124343;175.5962924;155.0863301;110.3326925;118.982825;147.0903536;40.92644131;68.07576248;120.2429093;134.2256807;118.657918;149.9515211;66.49651517;95;99.07915243;73.0187399;112.6473524;90.35311509
27;O208_01359;1;Anion permease ArsB/NhaD-like;0;LLHV30-3_1_Scaffold18-Contig1;0;28339;29518;0;853.8932159;834.3893752;855.2224433;563.7547166;380.5561783;674.8031386;155.520477;150.2361655;299.4436322;493.4767672;447.9511933;612.6068239;233.1383845;302;326.3783845;273.8202746;384.0867558;306.8596361
28;O208_01360;1;Phosphinothricin N-acetyltransferase;0;LLHV30-3_1_Scaffold18-Contig1;0;29690;30254;0;545.6357589;607.2193466;556.2879231;435.2851431;473.0983755;609.9718453;116.348026;168.2332061;415.8077379;542.8244439;454.270254;630.8935948;201.0918712;316;276.8388083;140.4817061;195.4363704;136.3820605
29;O208_01361;1;hypothetical protein;0;LLHV30-3_1_Scaffold18-Contig1;0;30357;30756;0;8.692726552;15.34932625;15.7333958;12.84695735;15.10893015;14.63932429;4.677307578;6.259840228;9.309128461;11.18547339;18.2550643;15.23897572;4.806977;10;8.013754976;7.143137598;7.464583593;6.819103025
30;O208_01362;1;ABC transporter. ATP-binding protein;0;LLHV30-3_1_Scaffold18-Contig1;0;30860;31793;0;1402.20366;1574.226901;1798.664285;1090.479968;1928.277211;1100.737764;431.4816241;1204.236764;1832.346785;1058.672158;1887.292802;1174.010689;776.3267855;1209;1193.320968;958.7678021;941.2161313;1093.613648
31;O208_01363;1;hypothetical protein;0;LLHV30-3_1_Scaffold18-Contig1;0;31789;33151;0;1201.602278;1592.646092;1655.378001;861.5018458;1287.091988;1087.492661;258.4212437;705.7969857;1333.532652;945.5014859;1345.257816;1080.748158;602.4744507;793;1011.190173;552.4026409;730.8505936;696.4008965
32;O208_01364;1;Late competence protein ComEA. DNA receptor;0;LLHV30-3_1_Scaffold18-Contig1;0;33210;33858;0;9.361397825;10.43754185;12.36195385;9.068440482;11.33169762;18.82198837;2.923317236;3.912400142;8.533367756;10.52750437;9.127532152;12.19118057;8.011628334;8;6.556708617;3.968409777;10.85757614;5.114327269
33;O208_01365;1;Late competence protein ComEC. DNA transport;0;LLHV30-3_1_Scaffold18-Contig1;0;33850;36049;0;24.74083711;25.17289506;32.0286986;21.91539783;13.22031389;36.94686606;8.769951709;10.9547204;16.29097481;33.55642017;24.57412502;34.13530561;12.81860533;29;16.02750995;17.46100302;20.35795525;28.98118786
34;O208_01366;1;Tributyrin esterase;0;LLHV30-3_1_Scaffold18-Contig1;0;36333;37110;0;3037.104923;3991.438799;4481.208269;2760.584423;3357.959727;1472.297757;861.7939213;1893.601669;3748.475727;1253.430989;3858.137629;1491.590943;848.4314405;1188;1384.194041;940.5131171;1120.366138;1121.742448
35;O208_01367;1;ATP synthase C chain ;0;LLHV30-3_1_Scaffold18-Contig1;0;37294;37510;0;6728.839022;6532.059281;5915.756822;4849.348548;3561.930284;5143.2826;992.17387;1456.195333;3238.025183;3619.487595;4673.998579;4388.215448;1117.622153;1490;1924.029717;1154.807245;1769.106312;1328.020314
36;O208_01368;1;ATP synthase A chain ;0;LLHV30-3_1_Scaffold18-Contig1;0;37554;38268;0;9233.012941;8708.593744;8525.252898;6781.682074;4815.971487;6326.279424;1606.07049;1974.197112;4556.042621;5169.004644;6481.952063;6067.550572;1674.430322;2458;2712.291798;1636.572192;2415.81069;1902.529744
37;O208_01369;1;ATP synthase B chain ;0;LLHV30-3_1_Scaffold18-Contig1;0;38282;38789;0;5714.464701;5215.087088;5412.850063;4038.478828;2933.965374;3574.783569;951.2474287;1100.16692;2587.937712;3191.149761;3914.307057;3629.924016;987.8337735;1502;1398.035982;861.1449216;1329.374478;1005.817696
38;O208_01370;1;ATP synthase delta chain ;0;LLHV30-3_1_Scaffold18-Contig1;0;38790;39318;0;4226.002447;3706.555304;4082.254304;2978.226995;2059.536042;2676.905013;692.826185;708.1444258;1922.335027;2373.294266;3050.702092;2568.072188;682.590734;1164;896.8120341;623.040335;880.820864;644.4052359
39;O208_01371;1;ATP synthase alpha chain ;0;LLHV30-3_1_Scaffold18-Contig1;0;39504;41007;0;31511.13375;27216.81134;28787.61906;22672.61261;15393.1669;20182.05131;5787.583464;5424.151557;13784.49197;18071.77718;22441.79309;18133.16199;4602.680478;7646;6345.436895;4305.724608;6095.171803;4771.667342
40;O208_01372;1;ATP synthase gamma chain ;0;LLHV30-3_1_Scaffold18-Contig1;0;41022;41892;0;17052.45481;14396.44008;15305.78458;12435.09901;8335.407905;10524.27994;3018.617378;2796.583622;6454.329066;10086.00715;11035.18637;9528.626737;2448.353619;3177;3023.371196;2230.246295;3033.335333;2315.085477
41;O208_01373;1;hypothetical protein;0;LLHV30-3_1_Scaffold18-Contig1;0;41911;42025;0;760.9479089;641.6018374;655.7454608;541.8393188;360.7257074;435.6941752;152.5971597;115.0245642;241.2615793;458.604409;530.0989826;410.2332263;93.7360515;134;118.0207551;97.62288051;111.9687539;94.61505448
42;O208_01374;1;ATP synthase beta chain ;0;LLHV30-3_1_Scaffold18-Contig1;0;42024;43434;0;21135.3616;18217.80835;18190.05318;14275.99243;9707.487625;13417.98638;3662.916497;3192.518516;7323.181056;12108.60393;13673.74528;11702.92379;2735.971076;3914;3751.165852;2762.013205;3724.148615;2731.90315
43;O208_01375;1;ATP synthase epsilon chain ;0;LLHV30-3_1_Scaffold18-Contig1;0;43618;44044;0;7184.204159;6269.278815;6728.274334;4944.567173;3383.456047;4566.074956;1139.509059;1100.9494;3001.418168;4058.352933;5200.586973;4106.599177;1059.938429;1786;1319.355478;913.5279306;1340.232054;1172.033332
44;O208_01376;1;hypothetical protein;0;LLHV30-3_1_Scaffold18-Contig1;0;44159;44801;0;143.7643237;169.4565619;180.9340517;232.756639;193.5831676;172.186338;90.62283433;132.2391248;226.5221259;191.4689857;258.3793717;141.4176947;185.8697773;196;252.0690202;321.4411919;339.9778528;323.9073937
45;O208_01377;1;hypothetical protein;0;LLHV30-3_1_Scaffold18-Contig1;0;45113;46742;0;553.6598142;548.2779338;660.2407168;719.4296115;542.9771774;554.9001016;246.7279747;309.8620913;542.2567328;701.3949784;767.4148186;543.1170946;707.4267818;822;832.7019943;1005.595037;1057.935075;793.5731146
46;O208_01378;1;Glutamate transport ATP-binding protein;0;LLHV30-3_1_Scaffold18-Contig1;0;46850;47594;0;1156.801303;1232.857885;1183.938034;646.1263843;272.9050509;1208.092809;168.9677363;69.64072254;147.394534;488.213015;532.9074541;1227.042325;691.4035252;602;421.814921;651.6128854;525.9138441;256.5687513
47;O208_01379;1;Glutamine ABC transporter. glutamine-binding protein/permease protein;0;LLHV30-3_1_Scaffold18-Contig1;0;47609;49754;0;4903.366447;4945.552919;5013.334191;3315.270699;1675.202631;4115.741457;1195.052086;644.7635435;929.3613247;2036.414126;2750.897767;3664.059322;3151.774586;2703;2533.803619;3466.802781;3234.200491;2013.340168
48;O208_01380;1;DedA protein;0;LLHV30-3_1_Scaffold18-Contig1;0;50134;50791;0;212.6374649;197.6993222;217.4580063;190.4372501;155.8108422;196.5852119;60.22033507;50.86120185;126.4489949;128.3039595;152.3595751;186.5250628;132.9930303;155;166.103285;217.4688558;225.2947048;186.6729453
49;O208_01381;1;hypothetical protein;0;LLHV30-3_1_Scaffold18-Contig1;0;50846;50969;0;146.4390088;187.2617803;183.1816797;129.9809802;143.5348365;179.1574449;39.75711441;89.20272325;138.0854055;160.5444416;167.806168;204.2022746;112.9639595;124;151.5328214;119.0522933;107.8971629;136.3820605
50;O208_01382;1;Shikimate/quinate 5-dehydrogenase I beta ;0;LLHV30-3_1_Scaffold18-Contig1;0;50958;51819;0;589.768063;720.1903879;665.2978797;429.2395161;480.6528406;720.1153328;155.520477;255.8709693;536.0506472;614.5430674;551.8646362;626.0171225;314.0558307;452;468.4404045;345.2516506;400.37312;404.0318542
51;O208_01383;1;3-dehydroquinate synthase ;0;LLHV30-3_1_Scaffold18-Contig1;0;51815;52886;0;1485.787569;1668.77875;1507.596462;1118.440993;1312.588307;1742.776701;309.2869636;506.2645784;1060.464884;1524.514226;1161.302937;1501.343888;652.9477092;706;888.7982792;615.1035154;694.2062742;571.9522662
52;O208_01384;1;Integral membrane protein;0;LLHV30-3_1_Scaffold18-Contig1;0;52996;53920;0;330.9922802;396.0126174;357.3728475;231.2452323;293.6798299;363.1946645;72.49826746;90.7676833;212.5584332;381.6220333;289.2725574;373.6596846;136.9988445;163;158.8180532;126.9891129;128.2551181;109.9580363
53;O208_01385;1;hypothetical protein;0;LLHV30-3_1_Scaffold18-Contig1;0;54031;54631;0;440.6543691;544.5940955;598.9928545;366.5161361;406.996806;495.6456937;85.3608633;111.112164;315.734607;508.6100547;373.5267004;470.5795702;154.6244268;220;193.7871658;117.4649294;129.6123151;123.5962423
54;O208_01386;1;hydrolase. haloacid dehalogenase-like family;0;LLHV30-3_1_Scaffold18-Contig1;0;54635;55232;0;336.3416504;391.100833;420.8683378;306.8155696;393.7764922;407.1126373;92.37682467;207.3572076;373.1408991;478.3434797;436.7173076;449.2450042;275.6000147;416;348.2340799;307.1549167;312.1553139;300.0405331
55;O208_01387;1;Chorismate synthase ;0;LLHV30-3_1_Scaffold18-Contig1;0;55262;56429;0;2704.106629;2708.235124;2370.685603;2183.982749;3030.284804;2689.453005;771.7557504;1366.99261;2376.15504;2958.228727;2500.241692;2705.832529;1657.605902;2290;2431.08185;1623.079599;2081.940224;1509.578932
56;O208_01388;1;hypothetical protein;0;LLHV30-3_1_Scaffold18-Contig1;0;56547;56907;0;89.60195061;151.0373703;121.9338175;68.01330361;77.43326704;50.19196899;11.69326895;21.9094408;36.46075314;32.89845115;61.08425363;41.45001395;14.420931;23;18.94160267;12.69891129;8.143182102;11.93343029
57;O208_01389;1;hypothetical protein;0;LLHV30-3_1_Scaffold18-Contig1;0;56937;57081;0;117.6861441;200.7691874;211.8389364;74.81463397;91.59788906;81.5619496;16.37057652;27.386801;67.49118134;46.0578316;105.3176787;56.07943064;12.81860533;40;32.78354308;19.84204888;19.00075824;20.45730908
58;O208_01390;1;ABC transporter ATP-binding protein;0;LLHV30-3_1_Scaffold18-Contig1;0;57095;57875;0;1514.540434;2288.891531;2164.465737;1017.176741;993.4121577;959.9214069;157.8591308;239.4388887;638.4510603;617.8329125;1190.791887;731.4708345;154.6244268;254;239.6841261;116.6712474;174.3998167;143.2011635
59;O208_01391;1;ABC transporter permease and substrate binding protein;0;LLHV30-3_1_Scaffold18-Contig1;0;57867;59871;0;4449.338652;5303.499208;5026.258052;2502.13387;2491.084859;3024.066131;481.7626805;394.3699344;1124.077262;2189.062939;2625.21867;2246.83458;328.4767617;591;536.1930602;270.6455468;321.655693;318.7930664
60;O208_01392;1;Permease;0;LLHV30-3_1_Scaffold18-Contig1;0;60051;61116;0;440.6543691;470.3033564;512.4591776;434.5294397;591.1368923;434.2999539;155.520477;431.9289757;705.9422416;546.772258;652.2674899;468.1413341;467.0779318;614;593.7463914;484.1459928;626.3464233;622.2431511
61;O208_01393;1;response regulator;0;LLHV30-3_1_Scaffold18-Contig1;0;61118;61790;0;373.1185705;422.4134585;450.6494084;324.1967472;491.04023;411.9924121;131.5492756;318.4693716;624.4873676;478.3434797;492.8867362;393.7751326;365.330252;521;572.6192192;383.3483844;457.3753947;496.942133
62;O208_01394;1;Two-component system histidine kinase;0;LLHV30-3_1_Scaffold18-Contig1;0;61776;62652;0;389.166681;402.7663209;400.077779;329.4866708;417.3841955;414.0837441;133.303266;242.5688088;391.7591561;448.7348736;399.5050611;391.3368965;291.6232713;414;423.2719674;363.5063356;394.9443319;419.3748361
63;O208_01395;1;Prephenate dehydrogenase ;0;LLHV30-3_1_Scaffold18-Contig1;0;62654;63719;0;587.0933779;645.2856757;704.6313692;515.3897007;607.1901306;689.4424629;220.4181196;299.6898509;585.6993323;745.478903;633.3103077;680.2678761;433.4290928;621;630.1725504;489.7017665;584.2733158;579.6237572
64;O208_01396;1;5-Enolpyruvylshikimate-3-phosphate synthase ;0;LLHV30-3_1_Scaffold18-Contig1;0;63839;65132;0;441.9917116;357.9462883;390.5253601;383.1416104;434.381742;387.5935383;141.4885542;214.3995278;464.6806623;549.4041341;358.0801075;388.2891013;268.3895492;421;407.2444574;325.4096017;475.6975545;349.47903
65;O208_01397;1;Shikimate kinase I ;0;LLHV30-3_1_Scaffold18-Contig1;0;65155;65644;0;104.9813899;97.00774193;85.97176993;95.97432843;83.09911585;80.86483892;29.23317236;34.42912125;93.09128461;121.0663002;77.93508222;87.16694111;63.29186383;74;84.50868884;71.43137598;92.28939716;67.33864237
66;O208_01398;1;Prephenate dehydratase ;0;LLHV30-3_1_Scaffold18-Contig1;0;65645;66485;0;135.7402685;106.2173377;107.3242357;115.6226161;119.9271331;111.5377089;40.34177786;38.3415214;87.66095967;184.8892954;96.19014652;112.7684203;53.67790983;79;93.25096699;75.39978576;84.82481356;86.94356357
67;O208_01399;1;Phosphoglycerate mutase family 5;0;LLHV30-3_1_Scaffold18-Contig1;0;66529;67081;0;205.9507522;109.2872029;129.2386084;171.5446658;126.53729;149.1816856;47.94240268;38.3415214;107.830738;200.022583;102.5092072;160.3140246;54.47907267;95;80.86607294;84.13028727;92.96799566;86.94356357
68;O208_01400;1;RecD-like DNA helicase YrrC;0;LLHV30-3_1_Scaffold18-Contig1;0;67077;69582;0;802.4055279;423.6414046;470.8780601;528.2366581;317.2875333;503.3139112;174.8143707;91.55016333;241.2615793;878.3886456;310.3360932;492.5236952;197.8872198;243;212.7287685;247.6287701;304.0121318;216.5065211
69;O208_01401;1;hypothetical protein;0;LLHV30-3_1_Scaffold18-Contig1;0;69562;69679;0;493.4793996;289.1813066;469.1923391;635.5465371;237.9656499;490.765919;189.4309569;172.1456063;363.05601;313.1932549;668.4162006;651.0090427;541.5860753;544;564.6054642;531.7669101;498.7699037;612.0144965
70;O208_01402;1;SSU ribosomal protein S20p;0;LLHV30-3_1_Scaffold18-Contig1;0;69675;69909;0;3385.482656;2500.712233;3116.89809;2898.878141;1873.507339;3507.860944;747.1998856;977.3175556;1930.868395;3164.173031;2852.002738;3862.166006;2259.27919;2666;2433.26742;2228.658931;2789.718468;2231.551465
71;O208_01403;1;HD family hydrolase;0;LLHV30-3_1_Scaffold18-Contig1;0;70283;70754;0;938.8144676;1172.074553;1062.566124;1482.690019;1609.101061;1318.933407;521.519795;1237.100925;2042.577936;1261.326617;1607.849894;1346.515895;1455.712868;1889;2100.332327;1921.504014;2582.067325;2223.027586
72;O208_01404;1;hypothetical protein;0;LLHV30-3_1_Scaffold18-Contig1;0;70746;70878;0;2.00601382;3.683838301;2.809534965;4.534220241;6.610156943;2.788442721;2.923317236;5.477360199;6.981846346;5.263752183;5.616942863;4.87647223;7.2104655;11;6.556708617;3.174727822;12.89337166;7.671490903
73;O208_01405;1;Transcription regulator [contains diacylglycerol kinase catalytic domain];0;LLHV30-3_1_Scaffold18-Contig1;0;70909;71824;0;1463.721417;1652.815451;1627.282652;1645.921947;3366.4585;1493.908188;703.3501271;2811.450742;4467.6059;1548.85908;2880.789571;1635.446874;2489.212923;3497;3545.722315;3192.188825;3552.463192;4169.029112
74;O208_01406;1;integrase;0;LLHV30-3_1_Scaffold18-Contig1;0;71944;73156;0;906.0495752;932.6250632;951.8704461;922.713819;1551.498265;1042.180467;335.5968187;1096.25452;1761.752561;989.5854105;1352.981112;1095.987134;1217.767507;1776;1737.527783;1427.040156;1668.673732;1765.295296
75;O208_01407;1;putative repressor;0;LLHV30-3_1_Scaffold18-Contig1;0;73209;73611;0;165.8304758;226.5560555;224.2008902;174.5674793;262.5176614;246.0800702;74.83692125;161.1908859;295.5648286;253.3180738;311.038211;276.7397991;175.4546605;307;241.1411725;292.8686415;273.4751989;243.7829332
76;O208_01408;1;hypothetical protein;0;LLHV30-3_1_Scaffold18-Contig1;0;73799;73994;0;0.668671273;0.61397305;2.247627972;3.022813494;1.888616269;0;0.584663447;1.564960057;1.55152141;1.315938046;0.702117858;4.87647223;0.801162833;6;5.099662258;3.968409777;5.428788068;3.409551513
77;O208_01409;1;hypothetical protein;0;LLHV30-3_1_Scaffold18-Contig1;0;74067;74292;0;2.674685093;3.069865251;5.61906993;3.778516867;6.610156943;5.576885443;1.753990342;6.259840228;3.878803525;2.631876092;7.021178578;6.095590287;6.409302667;9;9.470801335;13.49259324;9.500379119;10.22865454
78;O208_01410;1;prophage ps1 protein 14;0;LLHV30-3_1_Scaffold18-Contig1;0;74294;74984;0;22.06615202;20.26111066;17.41911678;28.71672819;27.38493591;16.03354565;7.600624814;10.9547204;38.01227455;13.81734948;35.80801075;28.64927435;24.034885;42;29.14092719;21.4294128;31.21553139;40.06223027
79;O208_01411;1;hypothetical protein;0;LLHV30-3_1_Scaffold18-Contig1;0;75058;75253;0;1.337342546;1.841919151;0.561906993;2.26711012;0;2.091332041;0;0;1.55152141;1.315938046;0;2.438236115;0.801162833;2;1.457046359;2.381045866;0;0
80;O208_01412;1;hypothetical protein;0;LLHV30-3_1_Scaffold18-Contig1;0;75256;75778;0;6.018041459;1.2279461;1.685720979;1.511406747;2.832924404;2.788442721;0.584663447;0;3.10304282;4.60578316;0.702117858;8.533826402;4.806977;8;3.642615898;4.762091732;7.464583593;2.557163634
81;O208_01413;1;hypothetical protein;0;LLHV30-3_1_Scaffold18-Contig1;0;75774;75900;0;1.337342546;0;0;1.511406747;1.888616269;1.394221361;0.584663447;1.564960057;0;2.631876092;0.702117858;1.828677086;4.005814167;4;4.371139078;3.174727822;2.714394034;5.114327269
82;O208_01414;1;hypothetical protein;0;LLHV30-3_1_Scaffold18-Contig1;0;75896;76049;0;4.012027639;3.069865251;2.247627972;6.801330361;3.777232539;4.879774763;1.753990342;1.564960057;3.10304282;4.60578316;2.106353573;2.438236115;1.602325667;2;2.185569539;3.174727822;4.750189559;3.409551513
83;O208_01415;1;prophage ps3 protein 12;0;LLHV30-3_1_Scaffold18-Contig1;0;76045;76162;0;4.012027639;0;0;0.755703373;0.944308135;1.394221361;0.584663447;2.347440085;0;1.315938046;0;0;1.602325667;2;2.914092719;1.587363911;0.678598508;0.852387878
84;O208_01416;1;prophage ps3 protein 12;0;LLHV30-3_1_Scaffold18-Contig1;0;76171;76315;0;0;0;0.561906993;0.755703373;0;1.394221361;0;0;2.327282115;1.973907069;0.702117858;1.828677086;0;2;2.185569539;2.381045866;2.035795525;3.409551513
85;O208_01417;1;prophage ps3 protein 11;0;LLHV30-3_1_Scaffold18-Contig1;0;76324;76546;0;1.337342546;2.455892201;5.057162937;5.289923614;4.721540673;0.69711068;0;1.564960057;1.55152141;2.631876092;4.914825005;2.438236115;0;5;2.914092719;0.793681955;2.035795525;3.409551513
