num_cds;X1;X2;X3;X4;X5;X6;X13;X14;X15;X16;X17;X18;num_cds;cds_locustag;cds_product
14;696.0569712;557.5921225;653.2921452;660.7528484;420.938074;1028.358944;670.0734737;684.1003435;615.9844036;567.2250864;725.0683288;427.3306601;14;O208_01346;Putative iron-sulfur cluster assembly scaffold protein for SUF system, SufE2
15;149.0380809;133.5366875;156.3234776;199.6869788;87.85934878;264.5057862;157.8636192;192.2573953;151.8865653;123.7582007;168.6386145;95.76325637;15;O208_01347;hypothetical protein
16;2388.703747;2008.147132;2347.18535;2824.840187;1601.138281;3633.864539;2382.182339;2375.218791;1988.990736;1883.445116;2631.384096;1235.654921;16;O208_01348;Iron-sulfur cluster assembly protein SufB
21;27.84227885;66.25866172;174.9889675;13.79950666;32.7833391;247.2016693;14.22805151;95.19540932;141.0375249;11.60233131;18.65127534;27.80223572;21;O208_01353;3-ketoacyl-CoA thiolase  @ Acetyl-CoA acetyltransferase 
24;144.9436281;178.3887046;186.6548986;129.0659741;217.6813716;155.7370517;176.1568283;155.8591506;168.7628503;165.6555082;170.1928875;183.2888133;24;O208_01356;Substrate-specific component BioY of biotin ECF transporter
25;235.8404797;216.1051736;228.6522508;231.3446705;241.2853757;196.5253271;231.0364555;195.0572603;186.8445843;274.5885077;226.9238499;231.6852977;25;O208_01357;Biotin operon repressor / Biotin-protein ligase 
26;195.7148425;148.8271479;163.3230363;165.5940799;165.228029;113.7127679;166.6714606;126.9272124;127.7775867;177.9024135;163.9757957;159.6054273;26;O208_01358;Thiaminase II 
27;1045.723238;760.4455637;620.627538;608.8017645;528.4674262;426.4228796;680.9138939;418.1131704;433.9616151;981.0415699;752.2681053;397.4689995;27;O208_01359;Anion permease ArsB/NhaD-like
28;668.2146924;587.1536792;464.3040604;669.681941;656.9781155;218.7734774;701.2396818;354.6495641;192.8718289;638.1282222;679.9944134;551.9258647;28;O208_01360;Phosphinothricin N-acetyltransferase
30;1717.213493;1470.94229;1721.89144;1306.082719;2677.743137;1493.098083;1304.915582;1528.726279;1546.590978;2063.281252;1227.09849;2432.180769;30;O208_01362;ABC transporter, ATP-binding protein
31;1471.546326;1162.07499;1031.268315;1166.464181;1787.347647;860.2618093;1201.254064;1295.404197;984.8517764;1898.914892;1212.332897;1770.075674;31;O208_01363;hypothetical protein
34;3719.400898;3723.736789;3439.116507;1546.356482;4663.102153;1464.669891;1657.906765;1773.247821;1586.370793;5140.477346;1641.31223;4975.570481;34;O208_01366;Tributyrin esterase
35;8240.495649;6541.258958;3959.417037;4465.358009;4946.350203;1798.392144;4877.511564;2464.814471;1878.089434;6786.07467;5733.712894;4298.0197;35;O208_01367;ATP synthase C chain 
36;11307.24078;9147.772773;6409.262582;6376.995549;6687.801175;2548.649211;6744.096418;3474.63244;2690.562013;9779.476149;7052.513487;6047.501125;36;O208_01368;ATP synthase A chain 
37;6998.238678;5447.481357;3796.094001;3936.918077;4074.313383;1341.069056;4034.668894;1790.980299;1422.429738;6209.180974;3985.155831;3435.12068;37;O208_01369;ATP synthase B chain 
38;5175.388304;4017.313628;2764.825686;2927.930619;2860.018503;970.2665521;2854.418144;1148.87793;911.3193916;4682.829833;2984.204054;2551.627412;38;O208_01370;ATP synthase delta chain 
39;38590.21738;30582.95952;23096.21052;22295.13235;21376.04842;6705.34528;20155.05126;8128.941325;6748.103114;33022.81321;22498.87801;18296.96024;39;O208_01371;ATP synthase alpha chain 
40;20883.34692;16773.63506;12046.24052;12443.09633;11575.14137;3473.183454;10591.09054;3873.146556;3273.999296;17557.55015;11732.42932;8567.207451;40;O208_01372;ATP synthase gamma chain 
41;931.8974509;730.884007;608.9616068;565.7797731;500.9294214;152.0290266;455.9751747;151.1927089;133.8048313;752.2178135;485.7102953;320.240567;41;O208_01373;hypothetical protein
42;25883.49264;19256.80582;14617.41175;14938.37183;13480.50904;4301.309046;13007.82672;4805.501594;3863.463823;20866.14829;14958.32282;9720.485377;42;O208_01374;ATP synthase beta chain 
43;8798.160116;6669.698825;4547.379968;5006.785711;4698.508159;1422.645607;4564.494431;1690.18516;1657.49228;7718.128619;5090.243894;3983.957407;43;O208_01375;ATP synthase epsilon chain 
44;176.0614692;313.9641201;361.6438661;236.2150846;268.8233806;500.5833804;157.1860929;322.917761;458.0705937;207.5528157;191.9527087;300.6760307;44;O208_01376;hypothetical protein
45;678.041379;970.4345532;984.6045903;865.3102413;754.0167992;1566.022575;603.6759;1066.748557;1122.272954;757.3744052;618.6006321;719.7689914;45;O208_01377;hypothetical protein
46;1416.680659;871.5562426;674.2908213;602.307879;378.9753999;1014.762853;1363.860367;540.3739412;362.8401281;1358.117338;1346.777507;195.6453625;46;O208_01378;Glutamate transport ATP-binding protein
47;6004.924435;4471.949984;4769.03266;2512.321948;2326.305742;5398.884458;4072.610364;3245.9768;2847.270374;5750.888887;4588.213733;1233.595496;47;O208_01379;Glutamine ABC transporter, glutamine-binding protein/permease protein
48;260.4071963;256.8797347;240.318182;158.2884588;216.370038;338.666287;207.3230363;212.7897385;263.9933158;249.4501232;219.1524852;167.8431268;48;O208_01380;DedA protein
49;179.3370314;175.3306125;158.6566638;198.0635074;199.3227017;185.401252;226.971298;194.123972;192.8718289;210.1311116;199.7240734;183.2888133;49;O208_01381;hypothetical protein
50;722.261469;578.998767;620.627538;758.1611307;667.468784;537.6636308;695.8194717;600.1043941;571.3827932;763.1755708;802.781976;711.5312919;50;O208_01382;Shikimate/quinate 5-dehydrogenase I beta 
51;1819.574812;1508.658759;1234.255517;1880.791584;1822.753654;957.9064686;1668.747185;1138.611759;808.8562325;1729.39194;1942.841181;1407.616897;51;O208_01383;3-dehydroquinate synthase 
52;405.3508244;311.9253921;289.3150929;470.8066979;407.8247383;197.7613355;415.323599;203.4568552;155.5029121;409.9490397;404.8881021;282.1412069;52;O208_01384;Integral membrane protein
53;539.6488753;494.3915528;340.64519;627.4716853;565.184766;182.9292353;523.0502747;248.2546949;174.790095;687.1158433;552.5440319;419.0929607;53;O208_01385;hypothetical protein
54;411.9019489;413.8617947;368.6434248;590.1318437;546.8260961;478.3352301;499.3368555;446.1118202;424.3180236;482.7858974;453.8476999;495.2916808;54;O208_01386;hydrolase, haloacid dehalogenase-like family
55;3311.593402;2945.962036;3079.805827;3649.563644;4208.069406;2527.637069;3007.53908;3114.383146;2134.850056;2719.457545;2998.192511;3154.009186;55;O208_01387;Chorismate synthase 
56;109.7313343;91.74276238;46.66372466;40.5867843;107.5293522;19.77613355;46.07178585;24.26549649;16.87628503;139.8725497;55.95382601;48.3964844;56;O208_01388;hypothetical protein
57;144.1247376;100.9170386;65.32921452;56.82149802;127.1993557;30.90020867;62.33241616;41.9979747;28.93077434;243.0043836;90.92496727;89.58498176;57;O208_01389;hypothetical protein
58;1854.787106;1372.06398;629.9602829;762.2198092;1379.522909;181.693227;813.0315151;307.0518595;202.5154204;2482.898901;1070.116923;847.4533332;58;O208_01390;ABC transporter ATP-binding protein
59;5448.897749;3375.114292;1922.545456;2700.644627;3459.297941;421.4788462;2497.361804;686.9002084;450.8379001;5765.714089;3371.218017;1492.053317;59;O208_01391;ABC transporter permease and substrate binding protein
60;539.6488753;586.1343152;620.627538;674.5523551;820.894811;753.9650914;520.3401697;760.6299863;879.9777194;587.8514532;484.1560223;937.038315;60;O208_01392;Permease
61;456.9409294;437.3071673;524.9669024;590.1318437;681.8934532;596.9920314;437.6819656;733.5646248;702.7767266;516.9483174;459.2876552;828.9185094;61;O208_01393;response regulator
62;476.5943027;444.4427155;531.9664611;553.6037379;579.6094352;566.0918228;434.9718606;542.2405178;593.0808739;458.9366608;461.6190646;520.0047792;62;O208_01394;Two-component system histidine kinase
63;718.9859068;695.206266;879.6112098;919.6965323;843.1874815;762.6171499;756.119309;807.2944026;819.7052729;808.2957481;768.5879712;777.4328877;63;O208_01395;Prephenate dehydrogenase 
64;541.2866565;516.8175614;564.6310684;677.7992978;603.2134394;506.7634221;431.5842293;521.7081746;494.2340616;447.9789035;432.0878787;616.797748;64;O208_01396;5-Enolpyruvylshikimate-3-phosphate synthase 
65;128.565817;129.4592314;116.6593116;149.3593662;115.3973536;111.2407512;96.88625555;108.2614459;95.23046553;98.61981616;90.1478308;123.5654921;65;O208_01397;Shikimate kinase I 
66;166.2347825;155.962696;160.9898501;228.0977278;166.5393626;117.4207929;125.3423586;119.4609058;122.9557909;123.1136267;124.3418356;116.357505;66;O208_01398;Prephenate dehydratase 
67;252.2182908;231.395634;191.3212711;246.7676485;175.7186976;131.0168847;178.1894071;103.5950043;122.9557909;148.2520112;166.3072051;143.1300283;67;O208_01399;Phosphoglycerate mutase family 5
68;982.6686653;712.5354545;697.6226836;1083.667141;440.6080774;385.6346041;547.4412202;272.5201914;306.1840284;540.15298;561.0925331;320.240567;68;O208_01400;RecD-like DNA helicase YrrC
69;604.3412291;857.2851462;755.9523395;386.3861865;330.4560581;828.1255922;723.5980484;723.2984532;865.5123322;538.2192581;547.1040766;481.9054191;69;O208_01401;hypothetical protein
70;4146.042877;3910.280405;2981.812006;3903.636914;2601.685791;3470.711437;4292.8064;3117.183011;3155.865301;3575.451766;3910.550729;2562.954248;70;O208_01402;SSU ribosomal protein S20p
71;1149.722338;1999.99222;2081.20212;1556.09731;2234.512393;2992.376207;1496.655514;2690.670246;3143.810811;1218.889362;1470.342206;2711.232839;71;O208_01403;HD family hydrolase
73;1792.551424;2220.17485;2806.823038;1910.825805;4674.904155;4971.22557;1817.802962;4542.314286;5895.85072;1866.686193;1665.40346;5930.113908;73;O208_01405;Transcription regulator [contains diacylglycerol kinase catalytic domain]
74;1109.596701;1244.643476;1339.248898;1220.850472;2154.521045;2222.343007;1218.19222;2225.892659;2496.484735;1091.908291;1161.819026;2338.476938;74;O208_01406;integrase
75;203.0848575;235.4730901;298.6478378;312.5182391;364.5507307;456.0870799;307.5969232;308.9184361;344.7583942;257.1850108;274.3291748;392.3204374;75;O208_01407;putative repressor
92;212.0926536;241.5892743;352.3111212;237.838556;546.8260961;482.0432552;245.2645071;428.379342;462.8923894;257.8295847;184.181344;633.2731469;92;O208_01424;Orf17
93;46.6767616;69.3167538;72.32877322;72.24447605;106.2180187;118.6568013;73.85036262;74.66306614;100.0522612;76.70430146;71.49655546;97.82268124;93;O208_01425;unknown
94;161.3214392;164.1176083;123.6588703;175.3349082;141.6240249;93.93663434;142.9580414;85.86252606;89.20322087;103.1318339;135.2217462;113.2683677;94;O208_01426;hypothetical protein
95;3208.413192;4478.066168;4962.687117;3361.397476;6811.06653;7785.616575;3296.842794;7212.452189;9538.717389;3796.540635;3222.007815;8253.145159;95;O208_01427;hypothetical protein
96;3724.314241;5472.965458;6054.618274;4421.524282;8104.041424;10440.5625;4055.672208;9852.724865;12235.30665;4473.987869;4320.10165;8971.884438;96;O208_01428;hypothetical protein
98;10549.76701;9423.00106;9710.721101;9168.554573;14679.06791;21752.51089;11568.08341;18687.23217;24111.38951;9280.575902;9080.062544;15408.61686;98;O208_01430;membrane protein
99;5861.618588;7011.185774;5326.66417;5985.738949;5769.867681;1959.073229;5940.55027;2644.00583;1810.584294;4750.510099;5914.008555;6548.971081;99;O208_01431;Predicted L-lactate dehydrogenase, hypothetical protein subunit YkgG
100;8183.992201;10160.00125;7848.838488;8023.195521;8656.112855;3111.033008;8061.884998;3933.810297;2982.280655;6644.912973;8724.911176;10610.15692;100;O208_01432;Predicted L-lactate dehydrogenase, Iron-sulfur cluster-binding subunit YkgF
101;6031.947824;7674.791755;6213.274938;5729.230472;6960.558557;2285.379433;6324.707661;2907.193138;2455.499472;4769.847318;6466.552587;8457.028221;101;O208_01433;Predicted L-lactate dehydrogenase, Fe-S oxidoreductase subunit YkgE
103;1198.855772;1086.642052;942.6072381;987.8823299;1091.029525;762.6171499;860.4583535;763.4298512;697.9549309;1177.636628;1039.031464;975.1376751;103;O208_01435;Hydrolase
104;2604.890854;1557.588232;1670.561343;564.9680375;407.8247383;1325.000948;1844.226487;892.2236403;1014.988;1096.420309;2632.161232;221.3881733;104;O208_01436;Xanthine/uracil/vitamin C permease
105;2527.096251;2593.262083;2708.829216;2625.153209;3242.927903;2146.946498;2861.870933;2565.60961;2132.439158;2126.4495;2417.671566;2965.57181;105;O208_01437;hypothetical protein
106;1191.485757;1170.229902;1448.908651;1171.334595;1687.686297;948.0184019;1170.765382;1211.408248;1010.166204;957.8369073;1157.156207;1615.618809;106;O208_01438;Integral membrane protein
108;69.60569712;69.3167538;65.32921452;59.25670508;52.45334255;35.84424205;53.52457474;38.26482139;33.75257006;58.65623053;50.51387071;31.92108546;108;O208_02284;Permease of the drug/metabolite transporter (DMT) superfamily
109;1634.505547;1603.459614;1406.911298;1192.439723;1837.178323;1176.679946;1370.635629;1183.409598;1107.807567;1956.926548;1404.285606;1665.045006;109;O208_02285;ABC transporter, ATP-binding protein
110;1708.205696;1485.213387;1257.58738;1340.987353;1549.996272;959.142477;1495.300461;1101.280225;928.1956766;1854.439288;1519.301804;1194.466424;110;O208_02286;ABC transporter permease protein
116;223.5571213;136.5947795;205.3203885;112.8312604;136.3786906;241.0216276;134.8277263;112.9278875;131.3939334;243.0043836;128.227518;79.28785742;116;O208_01514;Transcriptional repressor AdcR for Zn(2+)- responsive expression
117;207.1793103;133.5366875;118.9924979;101.4669608;110.1520194;238.5496109;141.6029889;100.7951393;109.6958527;240.4260878;154.650158;71.05015795;117;O208_01515;Zinc ABC transporter, periplasmic-binding protein ZnuA
118;172.785907;117.226863;137.6579877;140.4302737;86.54801521;132.2528931;161.9287768;105.4615809;98.84681232;188.2155969;149.9873392;78.25814499;118;O208_01516;Zinc ABC transporter, ATP-binding protein ZnuC
119;116.2824587;82.56848614;55.99646959;90.91439683;30.16067197;87.75659261;84.69078282;48.53099299;47.0125083;103.7764079;87.03928491;47.36677197;119;O208_01517;Zinc ABC transporter, inner membrane permease protein ZnuB
120;277.6038979;259.9378267;233.3186233;263.814098;346.1920608;290.4619615;321.1474485;289.3193813;302.5676816;279.7450994;285.9862219;312.0028675;120;O208_01518;Similar to ribosomal large subunit pseudouridine synthase D, Bacillus subtilis YhcT type
121;156.4080959;200.8147132;314.9801414;362.034116;267.512047;610.5881232;288.6261879;427.4460536;579.8209357;178.5469874;317.0716807;307.8840178;121;O208_01519;Pyridoxamine 5-prime-phosphate oxidase-related, FMN-binding
122;93.3535232;122.3236832;107.3265667;157.4767231;124.5766886;212.5934356;116.5345172;163.3254572;198.8990736;96.04152031;113.461925;139.0111786;122;O208_01520;hypothetical protein
123;125.2902548;122.3236832;170.322595;202.1221858;183.5866989;280.5738947;153.7984616;231.455505;235.0625415;129.5593663;142.2159745;164.7539894;123;O208_01521;probable membrane protein yetF
125;1157.092353;1031.596395;968.2722867;1436.772164;962.5188358;1130.947637;1002.738869;968.7532831;752.2001328;1039.6978;948.8836328;713.5907168;125;O208_01523;Multimodular transpeptidase-transglycosylase  
126;2022.659669;1594.285337;1626.230804;2220.097101;1687.686297;2259.423258;1998.702475;1969.238369;2193.917054;1776.445839;1960.71532;1464.251081;126;O208_01524;Acyltransferase
127;659.2068963;874.6143347;744.2864083;782.5132013;774.9981362;1224.884272;873.3313525;871.6912971;1182.545401;690.3387131;676.108731;855.6910327;127;O208_01525;Preprotein translocase subunit SecE (TC 3.A.5.1.1)
128;36.03118439;56.06502145;76.99514569;50.32761253;55.07600968;75.39650914;50.13694343;69.9966245;89.20322087;38.67443771;41.18823304;90.6146942;128;O208_01526;hypothetical protein
129;1426.507346;1602.44025;1931.878201;1725.750068;1431.976252;1964.017263;1275.104426;1559.524794;1982.963491;1337.490971;1294.709363;1959.542762;129;O208_01527;Transcription antitermination protein NusG
130;2081.619789;2666.656293;2561.838484;2026.904008;1889.631665;2385.496109;2032.578788;2260.424327;2328.927334;2165.768512;2095.937066;2312.734127;130;O208_01528;Threonine synthase 
131;597.7901047;821.6074053;958.9395417;549.5450594;563.8734324;768.7971916;597.5781636;624.3698906;738.9401945;513.0808736;519.1271636;737.2741028;131;O208_01529;Na+ driven multidrug efflux pump
132;3101.95742;3385.307932;2988.811564;2673.85735;4549.016133;2348.415859;3157.94991;3595.959923;3157.070749;4524.264638;2988.089736;6170.036905;132;O208_01530;Large-conductance mechanosensitive channel
133;3262.459969;2357.788993;1682.227274;1690.033698;1075.293522;1692.095427;1974.989055;682.2337668;882.3886173;2507.392712;2025.217647;619.8868853;133;O208_01531;SSU ribosomal protein S10p (S20e)
134;5556.991302;3670.729859;2946.814212;2608.918495;1711.290301;2695.734204;3379.500998;1093.813919;1473.058593;3773.335973;3470.691486;985.4347994;134;O208_01532;LSU ribosomal protein L3p (L3e)
135;4242.671962;2573.894167;1831.551193;1926.248783;1227.408216;1766.255927;2329.335291;649.5686754;829.3488643;2667.891628;2299.546822;575.6092506;135;O208_01533;LSU ribosomal protein L4p (L1e)
136;2188.075561;1384.296348;1122.262578;1064.99722;612.3927743;881.2739511;1265.619058;313.5848778;356.8128835;1371.653391;1277.612361;296.557181;136;O208_01534;LSU ribosomal protein L23p (L23Ae)
137;12712.45697;7560.622984;4862.360109;6014.149698;3555.025292;4239.508629;6451.405072;1560.458082;1647.848688;7638.201448;6806.938362;1627.975358;137;O208_01535;LSU ribosomal protein L2p (L8e)
138;4119.019489;2671.753113;1922.545456;1979.823338;1112.010862;1306.460822;2254.129876;477.8436233;471.3305319;2580.874143;2406.791655;534.4207533;138;O208_01536;SSU ribosomal protein S19p (S15e)
139;2144.674362;1416.915997;914.6090033;1046.327299;567.8074331;676.0965656;1303.560529;221.1893334;244.7061329;1378.743704;1241.864083;302.7354556;139;O208_01537;LSU ribosomal protein L22p (L17e)
140;6768.949323;4358.800577;2897.817301;3089.466021;1807.017651;1761.311894;3653.899134;645.8355221;684.6949926;4332.826171;3844.494129;942.1868772;140;O208_01538;SSU ribosomal protein S3p (S3e)
141;1817.11814;1170.229902;842.2802301;888.0388405;462.900748;475.8632135;984.4456595;147.4595556;209.7481139;1158.299409;1076.334014;259.4875334;141;O208_01539;LSU ribosomal protein L16p (L10e)
142;2039.03748;1410.799813;1012.602825;1021.975229;582.2321023;422.7148545;997.3186585;160.5255922;180.8173396;1256.274652;1182.801711;292.4383313;142;O208_01540;LSU ribosomal protein L29p (L35e)
143;5318.694151;3643.207031;1950.543691;2431.960115;1584.090945;1154.431796;2646.417582;511.442003;512.3157955;3908.696505;3239.104817;829.9482218;143;O208_01541;SSU ribosomal protein S17p (S11e)
144;5521.779008;3438.314861;2153.530893;2440.889208;1639.166955;1074.091253;2678.938842;446.1118202;493.0286127;3423.332311;3193.253765;742.422665;144;O208_01542;LSU ribosomal protein L14p (L23e)
145;2872.668065;2344.537261;2064.869816;1898.64977;1708.667634;1250.840447;1738.53239;975.2863014;929.4011256;1924.053276;1929.629861;1389.082074;145;O208_01543;LSU ribosomal protein L24p (L26e)
146;10652.12833;8240.53879;6476.924983;6576.682528;5738.395675;4265.464804;6012.368054;3495.164783;2922.008208;7299.155544;6492.198091;4823.173041;146;O208_01544;LSU ribosomal protein L5p (L11e)
147;1839.228185;1419.974089;951.939983;1096.654912;984.8115064;684.748624;1128.081227;634.6360621;506.2885509;1394.858053;1087.213925;815.5322478;147;O208_01545;SSU ribosomal protein S14p (S29e) @ SSU ribosomal protein S14p (S29e), zinc-dependent
148;126.9280359;153.923968;118.9924979;92.53786821;191.4547003;149.5570099;102.9839919;117.5943292;127.7775867;156.6314727;113.461925;186.3779506;148;O208_01546;hypothetical protein
150;3098.681858;2382.25373;2113.866727;1958.71821;1251.01222;2232.231074;1999.380001;1073.281576;1479.085838;2558.958628;2233.490222;904.0875171;150;O208_01548;SSU ribosomal protein S8p (S15Ae)
151;5660.171512;4009.158716;2988.811564;3496.957335;1949.953009;3878.594192;3804.987491;2002.836749;2620.645975;4860.087672;4062.869478;1481.756193;151;O208_01549;LSU ribosomal protein L6p (L9e)
152;3655.527435;2335.362985;1885.214476;2252.566529;1122.501531;1961.545246;2220.253562;1022.884006;1166.874565;2535.753966;2158.88512;656.9565329;152;O208_01550;LSU ribosomal protein L18p (L5e)
153;4631.644976;2762.476512;2116.199913;2641.387922;1332.314901;2172.902673;2735.851048;1136.745182;1088.520384;3007.582106;2765.051569;768.1654758;153;O208_01551;SSU ribosomal protein S5p (S2e)
154;4158.326235;2403.660374;1259.920566;2110.512784;1232.65355;1667.37526;2484.488805;946.3543633;1004.138959;2899.29368;2485.282439;784.6408748;154;O208_01552;LSU ribosomal protein L30p (L7e)
155;6041.77451;4551.460378;3903.420568;5589.611934;4634.252815;4002.195026;4731.165892;3633.291456;3797.164132;6095.735957;5087.912485;3963.363159;155;O208_01553;LSU ribosomal protein L15p (L27Ae)
156;6298.087254;4879.695595;3964.08341;4609.846961;4139.880061;3701.844998;4596.338165;3584.760463;3371.640659;5790.852473;4517.494314;3722.410449;156;O208_01554;Preprotein translocase secY subunit (TC 3.A.5.1.1)
157;2034.943028;1727.822025;1315.917035;1798.80628;1351.984904;1130.947637;1899.106114;1348.601632;1145.176484;2174.792547;2235.044495;1619.737659;157;O208_01555;Adenylate kinase 
159;5486.566714;4950.031712;4314.061345;4099.265214;3172.115891;3773.533482;3922.199534;2660.805019;2981.075206;4341.850207;4322.43306;2998.522608;159;O208_01557;Translation initiation factor 1
160;5553.71574;5004.058006;4141.405563;4435.323788;3075.077207;3672.180798;3991.307213;2708.402724;3110.058241;4876.846595;4351.187109;3065.453916;160;O208_01558;SSU ribosomal protein S13p (S18e)
161;2271.602398;2033.631233;1584.233452;1799.618016;1279.861558;1475.793966;1531.88688;1113.412974;1295.857601;1779.668709;1655.300686;1122.386553;161;O208_01559;SSU ribosomal protein S11p (S14e)
162;12341.49955;11585.07216;10357.01369;10340.7009;6796.641861;8286.199956;8860.688462;5972.112002;6262.307195;10281.59927;9491.944874;6470.712936;162;O208_01560;DNA-directed RNA polymerase alpha subunit 
163;5105.782607;4531.073098;4113.407329;4218.59036;2490.222438;2987.432174;3376.790893;2079.366392;2301.202009;3935.768611;3542.188041;2309.64499;163;O208_01561;LSU ribosomal protein L17p
168;762.3871061;786.9490284;954.2731693;933.4960389;861.5461514;875.0939094;868.5886686;979.952743;926.9902277;689.6941392;764.7022889;773.314038;168;O208_01566;DNA repair protein RadA
169;198.9904047;188.5823449;158.6566638;159.9119301;198.0113681;116.1847846;173.4467232;160.5255922;106.0795059;148.2520112;195.8383911;201.8236371;169;O208_01567;Membrane protein, putative
170;2168.422188;1681.950644;1656.562225;1671.363777;1713.912968;899.8140763;1416.029889;1033.150178;940.2501659;2061.34753;1557.381491;1480.72648;170;O208_01568;Pili retraction protein pilT
171;197.3526236;271.150831;254.3172994;131.5011811;146.8693591;87.75659261;162.606303;102.6617159;92.81956766;199.1733542;122.0104262;256.3983961;171;O208_01569;hypothetical protein
175;1590.285457;1582.052969;1588.899825;1749.290403;1754.564308;1879.968695;1937.725111;1833.911562;2033.592346;1742.927993;1694.934646;1834.947557;175;O208_01573;Acetyltransferase
176;14958.67376;12736.95351;6551.586942;12372.47533;16010.07148;1793.448111;13492.93552;5903.981955;2172.218973;28675.16184;14889.15768;11969.37733;176;O208_01574;hypothetical protein
177;340.6584706;338.4288568;300.981024;355.5402305;445.8534117;149.5570099;510.1772757;312.6515894;188.0500332;286.835413;414.9908763;360.3993519;177;O208_01575;Isochorismatase 
178;5228.61619;5322.099582;5338.330101;5785.240234;3855.320678;5356.860174;6639.079847;6029.975879;6676.981627;4941.948565;6841.132367;3968.511721;178;O208_01576;Glutamyl-tRNA synthetase  @ Glutamyl-tRNA(Gln) synthetase 
179;1841.684857;2910.284296;4372.391001;2012.292766;3169.493224;2910.799656;1916.721797;3665.023259;3940.612554;1324.599492;1634.318002;4451.446852;179;O208_01577;Putative Dihydrolipoamide dehydrogenase - Mercuric ion reductase - PF00070 family - FAD-dependent NAD(P)-disulphide oxidoreductase
180;888.4962515;902.1371634;870.2784649;1723.314861;906.1314926;1292.864731;1197.866432;1734.982999;1198.216237;671.6460682;1297.040772;908.2063668;180;O208_01578;Cysteine ABC transporter, substrate-binding protein
181;648.5613191;459.7331759;331.3124451;794.6892366;451.098746;211.3574273;481.0436464;167.9918988;107.2849548;586.5623053;439.8592434;329.5079789;181;O208_01579;Glutamine amidotransferase, class I
182;2082.43868;1504.581303;1266.920124;2567.519975;1822.753654;1542.538417;1756.148073;1572.59083;1068.027753;1887.957134;1663.849187;1437.478558;182;O208_01580;Xaa-Pro dipeptidyl-peptidase 
183;729.631484;500.507737;324.3128864;280.0488117;377.6640664;315.1821284;327.2451848;199.7237019;236.2679904;911.427582;395.5624645;298.6166059;183;O208_01581;Glycerol uptake facilitator protein
184;71.24347823;64.21993367;34.99779349;68.18579762;70.81201245;63.03642568;48.78189091;42.93126303;24.10897861;66.39111807;69.94228252;53.54504657;184;O208_01582;hypothetical protein
185;1872.802698;1979.604939;1794.220213;2426.277965;1591.958946;2003.56953;2248.709665;2127.897385;1940.772778;1765.488081;2106.03984;1695.936379;185;O208_01583;C3-degrading proteinase
186;474.137631;559.6308505;695.2894974;580.3910155;687.1387874;417.7708212;487.8189091;653.3018287;517.1375913;423.4850929;463.1733376;843.3344835;186;O208_01584;putative esterase
